id,gender,description,season,masterCategory,subCategory,simplifiedColour,sleeve_type,neck_type
57199,Women,"Red white printed tunic, woven, cut bias, unstructured pleats at front neck, sleeveless, twist at left shoulder, black inner lining straight hem",Summer,Apparel,Topwear,Red,sleeveless,round neck
57200,Women,"Off white tunic, woven, black dotted print, unstructured cowls at front neck, sleeveless, twist at left shoulder, cut bias, black inner lining, straight hem",Summer,Apparel,Topwear,White,short sleeve,round neck
57201,Women,"Brown woven tunic, georgette, round neck, sleeveless, embroidered yoke front, plain yoke at back, pleats below yoke, concealed zipper at left, attached lining, straight hem, lace at hem",Summer,Apparel,Topwear,Brown,sleeveless,boat neck
57202,Women,"Blue top, woven, round neck elastication, short raglan sleeve embroidery at hem, elasticated at waist, flared panel at bottom lacy embroidery at hem",Summer,Apparel,Topwear,Blue,short sleeve,boat neck
57203,Women,"Olive tunic, woven, round neck elastication, short raglan sleeve lacy embroidery at hem, empire line, elasticated at chest, flared panel at bottom lacy embroidery at hem",Summer,Apparel,Topwear,Green,sleeveless,boat neck
57204,Women,"Blue capris two scoop pockets front, elasticated waistband snug Fit loops belt, zippered fly buttoned closure, two patch pockets at back branding at right pocket at waistband at back",Fall,Apparel,shirt,Blue,long sleeve,turtle neck
57205,Women,"White capris two scoop pockets front coin pocket right, elasticated waistband snug Fit loops belt, zippered fly buttoned closure, two patch pockets at back branding at right pocket at waistband at back, upturned hem",Fall,Apparel,shirt,White,long sleeve,turtle neck
57207,Women,"Blue capris two scoop pockets front coin pocket right, elasticated waistband snug Fit loops belt, zippered fly buttoned closure, two patch pockets at back branding beside right pocket at waistband at back, upturned hem",Fall,Apparel,shirt,Blue,long sleeve,turtle neck
57208,Women,"Blue jeggings two scoop pockets front, elasticated waistband snug Fit loops belt, zippered fly buttoned closure, two patch pockets at back branding at right pocket at waistband at back",Fall,Apparel,shirt,Blue,long sleeve,turtle neck
57209,Women,"Blue skinny Fit jeans two scoop pockets front coin pocket right, elasticated waistband snug fit loops belt, zippered fly buttoned closure, two patch pockets at back branding at right pocket at waistband at back",Fall,Apparel,shirt,Blue,long sleeve,turtle neck
57210,Women,"Blue jeggings two scoop pockets front, elasticated waistband snug Fit loops belt, zippered fly buttoned closure, two patch pockets at back branding at right pocket at waistband at back",Fall,Apparel,shirt,Blue,long sleeve,turtle neck
57211,Women,"Pink jeggings two scoop pockets front, elasticated waistband snug Fit loops belt, zippered fly buttoned closure, two patch pockets at back branding at right pocket",Fall,Apparel,shirt,Pink/Purple,long sleeve,turtle neck
57212,Women,"Blue jeggings two scoop pockets front coin pocket right, elasticated waistband snug Fit loops belt, zippered fly buttoned closure, two patch pockets at back branding at right pocket at waistband at back",Fall,Apparel,shirt,Blue,long sleeve,turtle neck
57213,Women,"Light blue jeggings two scoop pockets front coin pocket right, elasticated waistband snug Fit loops belt, zippered fly buttoned closure, two patch pockets at back branding at right pocket at waistband at back",Fall,Apparel,shirt,Blue,long sleeve,turtle neck
57215,Women,"Beige shorts two curved pockets front strap button detail style, waistband loops belt, zippered fly buttoned closure, inverted box pleats waistband, upturned hem gathers above it, two double welted pockets at back",Fall,Apparel,shirt,Brown,long sleeve,turtle neck
57216,Women,"Brown shorts two curved pockets front strap button detail style, waistband loops belt, zippered fly buttoned closure, inverted box pleats waistband, upturned hem gathers above it, two double welted pockets at back",Fall,Apparel,shirt,Brown,long sleeve,turtle neck
57217,Women,"Blue capris two scoop pockets front coin pocket right, elasticated waistband snug Fit loops belt, zippered fly buttoned closure, two patch pockets at back branding at right pocket at waistband at back, upturned hem",Fall,Apparel,shirt,Blue,long sleeve,turtle neck
57218,Women,"Light blue capris two scoop pockets front coin pocket right, elasticated waistband snug Fit loops belt, zippered fly buttoned closure, two patch pockets at back branding beside right pocket at waistband at back, upturned hem",Fall,Apparel,shirt,Blue,long sleeve,turtle neck
57268,Men,"Teal T-shirt, graphic print front, crew neck rib knit binding, short sleeves, straight hem",Summer,Apparel,Topwear,Blue,short sleeve,polo
57273,Men,"Black, red white check shirt, spread, buttoned down collar, full buttoned placket, long sleeves buttoned cuffs, centre back seam, patch pocket left chest slit, patch pocket right chest buttoned closure curved hemline",Summer,Apparel,Topwear,Red,sleeveless,polo
57274,Men,"Red black check shirt, narrow collar, full buttoned placket, long sleeves buttoned cuffs, centre back seam, two patch pockets chest buttoned flap closures curved hemline",Summer,Apparel,Topwear,Red,sleeveless,round neck
57275,Men,"Blue , black white check shirt, spread, buttoned down collar, long sleeves buttoned cuffs, centre back seam, full buttoned placket, patch pocket left chest buttoned closure curved hemline",Summer,Apparel,Topwear,Blue,short sleeve,polo
57276,Men,"Black, grey, red white check shirt, spread, buttoned down collar, long sleeves buttoned cuffs, centre back seam, full buttoned placket, patch pocket left chest buttoned closure curved hemline",Summer,Apparel,Topwear,Red,short sleeve,polo
57277,Men,"Red, black white check shirt, spread buttoned down collar, full buttoned placket, centre back seam, long sleeves buttoned cuffs, patch pocket left chest buttoned closure curved hemline",Summer,Apparel,Topwear,Red,short sleeve,polo
57280,Men,"Black white check shirt, curved cutaway collar, full buttoned placket, back yoke, patch pocket left chest embroidered branding it, long sleeves buttoned cuffs curved hemline",Summer,Apparel,Topwear,White,sleeveless,polo
57281,Men,"Black, purple white check shirt lavender accents, curved cutaway collar, full buttoned placket, back yoke, patch pocket left chest embroidered branding it, long sleeves buttoned cuffs curved hemline",Summer,Apparel,Topwear,White,short sleeve,polo
57282,Men,"Multi coloured check shirt, spread collar, full buttoned placket, long sleeves buttoned cuffs mid arm buttoned tab rolling up sleeves, buttoned tab shoulder, back yoke, patch pockets chest flap concealed buttoned closure single box pleat detail curved hemline",Summer,Apparel,Topwear,Orange/Yellow,sleeveless,round neck
57283,Men,"Burgundy coloured shirt, slim, buttoned down, spread collar, long sleeves buttoned cuffs, back yoke, two patch pockets chest buttoned flap closures curved hemline",Summer,Apparel,Topwear,Red,sleeveless,polo
57284,Men,"Purple, brown beige check shirt, spread collar, full buttoned placket, long sleeves buttoned cuffs mid arm buttoned tab rolling up sleeves, buttoned tab loops shoulder, back yoke, two patch pockets chest flaps concealed buttoned closure, branding left patch pocket flap, insert pocket above left patch pocket curved hemline",Summer,Apparel,Topwear,Pink/Purple,short sleeve,round neck
57285,Men,"Blue white check shirt, spread collar, full buttoned placket, short sleeves, two patch pockets chest buttoned flap closures single box pleat detail, short sleeves, back yoke curved hemline",Summer,Apparel,Topwear,Blue,short sleeve,polo
57286,Men,"Blue grey check shirt brown maroon accents, spread, buttoned down collar, long sleeves buttoned cuffs, centre back seam, full buttoned placket, patch pocket left chest buttoned closure curved hemline",Summer,Apparel,Topwear,Black/Gray,short sleeve,polo
57287,Men,"Ochre, brown black check shirt grey white accents, cutaway, slim, buttoned down collar, full buttoned placket, long sleeves buttoned cuffs, back yoke, patch pocket left chest branding it curved hemline",Summer,Apparel,Topwear,Brown,short sleeve,polo
57288,Men,"Greyish blue shirt, thin collar, concealed full buttoned placket tape detail, back yoke, short sleeves roll up detail mid arm buttoned tab, two patch pockets chest buttoned flap closures single box pleat detail curved hemline",Summer,Apparel,Topwear,Black/Gray,sleeveless,round neck
57289,Men,"Brown blue check shirt, buttoned down slim, spread collar, panel at collar made look like mock double collar, full buttoned placket, long sleeves buttoned cuffs, patch pocket left chest buttoned closure, centre back seam curved hemline",Summer,Apparel,Topwear,Blue,short sleeve,polo
57290,Men,"Grey, brown white check shirt, spread collar, full buttoned placket, long sleeves buttoned cuffs mid arm buttoned tab rolling up sleeves, buttoned tab loops shoulder, back yoke, two patch pockets chest flaps concealed buttoned closure, branding left patch pocket flap, insert pocket above left patch pocket curved hemline",Summer,Apparel,Topwear,Black/Gray,sleeveless,polo
57291,Men,"Light blue white striped shirt, curved, cutaway collar, full buttoned placket long sleeves buttoned cuffs, back yoke, patch pocket left chest curved hemline",Summer,Apparel,Topwear,Blue,short sleeve,polo
57292,Men,"Blue white check shirt, buttoned down, slim, spread collar, full buttoned placket centre back seam, short sleeves mid arm buttoned tab fold over sleeves, mock patch pocket right chest, patch pocket left chest buttoned closure curved hemline",Summer,Apparel,Topwear,White,short sleeve,round neck
57293,Men,"Brown white check shirt, spread buttoned down collar, full buttoned placket, short sleeves mid arm buttoned tab fold over sleeves, centre back seam, patch pocket left chest buttoned closure curved hemline",Summer,Apparel,Topwear,White,sleeveless,round neck
57294,Men,"Grey white striped shirt, double, slim, buttoned down collar, full buttoned placket, long sleeves buttoned cuffs, back yoke, patch pocket left chest embroidery it curved hemline",Summer,Apparel,Topwear,Black/Gray,short sleeve,polo
57295,Men,"Blue, white striped shirt, slim, spread collar, full buttoned placket, long sleeves buttoned cuffs, patch pocket left chest embroidery it, back yoke curved hemline",Summer,Apparel,Topwear,White,short sleeve,polo
57296,Men,"Black white check shirt, spread collar, short sleeves, back yoke, full buttoned placket, patch pocket left chest branding embroidered it curved hemline",Summer,Apparel,Topwear,White,sleeveless,round neck
57297,Men,"Purple white check shirt, spread collar, short sleeves, back yoke, full buttoned placket, patch pocket left chest branding embroidered it curved hemline",Summer,Apparel,Topwear,White,short sleeve,polo
57310,Men,"White T-shirt, ribbed, round neckline, short sleeves, centre back seam graphic print branding front",Summer,Apparel,Topwear,White,short sleeve,round neck
57420,Women,"Black T-shirt, print front flock print detail, round neck rib knit binding, short sleeves, brand badge left sleeve, printed branding inside",Summer,Apparel,Topwear,Black/Gray,sleeveless,round neck
57421,Women,"Blue T-shirt, print front flock print detail, round neck rib knit binding, short sleeves, brand badge left sleeve, printed branding inside",Summer,Apparel,Topwear,Blue,short sleeve,boat neck
57422,Women,"Red T-shirt, print front flock print detail, round neck rib knit binding, short sleeves, brand badge left sleeve, printed branding inside",Summer,Apparel,Topwear,Red,short sleeve,boat neck
57423,Women,"White T-shirt, print front flock print detail, round neck rib knit binding, short sleeves, brand badge left sleeve, printed branding inside",Summer,Apparel,Topwear,White,sleeveless,round neck
57424,Women,"Charcoal T-shirt, print front flock print detail, round neck rib knit binding, short sleeves, brand badge left sleeve, printed branding inside",Summer,Apparel,Topwear,Black/Gray,short sleeve,boat neck
57425,Women,"Yellow T-shirt, print front flock print detail, round neck rib knit binding, short sleeves, straight hem, brand badge left sleeve, printed branding inside",Summer,Apparel,Topwear,Orange/Yellow,sleeveless,round neck
57426,Women,"Yellow T-shirt, print front flock print detail, round neck rib knit binding, short sleeves, brand badge left sleeve, printed branding inside",Summer,Apparel,Topwear,Orange/Yellow,sleeveless,boat neck
57427,Women,"Green T-shirt, print front flock print detail, round neck rib knit binding, short sleeves, brand badge left sleeve, printed branding inside",Summer,Apparel,Topwear,Green,sleeveless,boat neck
57428,Women,"Green T-shirt, print front flock print detail, round neck rib knit binding, short sleeves, brand badge left sleeve, printed branding inside",Summer,Apparel,Topwear,Green,sleeveless,boat neck
57429,Women,"Blue T-shirt, print front flock print detail, round neck rib knit binding, short sleeves, brand badge left sleeve, printed branding inside",Summer,Apparel,Topwear,Blue,short sleeve,boat neck
57430,Women,"Pistachio green T-shirt, print front flock print detail, round neck rib knit binding, short sleeves, brand badge left sleeve, printed branding inside",Summer,Apparel,Topwear,Green,sleeveless,boat neck
57431,Women,"Pink T-shirt, print front flock print detail, round neck rib knit binding, short sleeves, brand badge left sleeve, printed branding inside",Summer,Apparel,Topwear,Pink/Purple,sleeveless,boat neck
57432,Women,"Yellow T-shirt, print front flock print detail, round neck rib knit binding, short sleeves, straight hem, brand badge left sleeve, printed branding inside",Summer,Apparel,Topwear,Orange/Yellow,sleeveless,round neck
57433,Women,"Pink T-shirt, print front flock print detail, round neck rib knit binding, short sleeves, straight hem, brand badge left sleeve, printed branding inside",Summer,Apparel,Topwear,Pink/Purple,short sleeve,boat neck
57434,Women,"Bright blue T-shirt, print front flock print detail, round neck rib knit binding, short sleeves, brand badge left sleeve, printed branding inside",Summer,Apparel,Topwear,Blue,short sleeve,boat neck
57435,Women,"Coral red T-shirt, print front flock print detail, round neck rib knit binding, short sleeves, brand badge left sleeve, printed branding inside",Summer,Apparel,Topwear,Red,short sleeve,boat neck
57436,Women,"Turquoise blue T-shirt, print front flock print detail, round neck rib knit binding, short sleeves, brand badge left sleeve, printed branding inside",Summer,Apparel,Topwear,Blue,sleeveless,round neck
57437,Women,"Off-white T-shirt, print front flock print detail, round neck rib knit binding, short sleeves, brand badge left sleeve, printed branding inside",Summer,Apparel,Topwear,White,short sleeve,round neck
57438,Women,"Charcoal T-shirt, print front flock print detail, round neck rib knit binding, short sleeves, brand badge left sleeve, printed branding inside",Summer,Apparel,Topwear,Black/Gray,sleeveless,round neck
57439,Women,"Pink T-shirt, print front flock print detail, round neck rib knit binding, short sleeves, brand badge left sleeve, printed branding inside",Summer,Apparel,Topwear,Pink/Purple,short sleeve,boat neck
57440,Women,"Blue T-shirt, print front flock print detail, round neck rib knit binding, short sleeves, brand badge left sleeve, printed branding inside",Summer,Apparel,Topwear,Blue,short sleeve,boat neck
57441,Women,"White T-shirt, print front flock print detail, round neck rib knit binding, short sleeves, brand badge left sleeve, printed branding inside",Summer,Apparel,Topwear,White,sleeveless,boat neck
57442,Women,"Pink T-shirt, print front flock print detail, round neck rib knit binding, short sleeves, brand badge left sleeve, printed branding inside",Summer,Apparel,Topwear,Pink/Purple,short sleeve,boat neck
57443,Women,"Blue T-shirt, print front flock print detail, round neck rib knit binding, short sleeves, straight hem, brand badge left sleeve, printed branding inside",Summer,Apparel,Topwear,Blue,short sleeve,boat neck
57444,Women,"Yellow T-shirt, print front flock print detail, round neck rib knit binding, short sleeves, brand badge left sleeve, printed branding inside",Summer,Apparel,Topwear,Orange/Yellow,sleeveless,round neck
57445,Women,"Light pink T-shirt, print front flock print detail, round neck rib knit binding, short sleeves, brand badge left sleeve, printed branding inside",Summer,Apparel,Topwear,Pink/Purple,sleeveless,boat neck
57446,Women,"Black T-shirt, print front flock print detail, round neck rib knit binding, short sleeves, brand badge left sleeve, printed branding inside",Summer,Apparel,Topwear,Black/Gray,sleeveless,round neck
57447,Women,"White T-shirt, print front flock print detail, round neck rib knit binding, short sleeves, brand badge left sleeve, printed branding inside",Summer,Apparel,Topwear,White,short sleeve,round neck
57448,Women,"Charcoal T-shirt, print front flock print detail, round neck rib knit binding, short sleeves, brand badge left sleeve, printed branding inside",Summer,Apparel,Topwear,Black/Gray,short sleeve,boat neck
57449,Women,"Black T-shirt, print front flock print detail, round neck rib knit binding, short sleeves, brand badge left sleeve, printed branding inside",Summer,Apparel,Topwear,Black/Gray,short sleeve,round neck
57450,Women,"Green T-shirt, print front flock print detail, round neck rib knit binding, short sleeves, brand badge left sleeve, printed branding inside",Summer,Apparel,Topwear,Green,short sleeve,boat neck
5751,Women,"Green scoop neck T-shirt, short sleeves, graphic glitter print chest",Summer,Apparel,Topwear,Green,short sleeve,round neck
5763,Women,"CompositionBrown V-neck top made cotton, short puffed sleeves ribbed hems, heavily sequenced along neck line mildly pleated at bustFittingRegularWash careMachine or hand wash separatelyUse mild detergent onlyDo not bleach or wringUse mild detergent onlyDry shadeMedium ironFlaunt your girly attitude style this brown top jealous 21. heavy sequence work along neckline sure catch attention anyone aroudn you, while soft, subtle shade brown tones down sequence work, adding glam touch it. slightly puffed sleeves ribbed hems Fit snugly around your rounded arms, creating complete feminine look. Team this jeans, shorts or skirts high-heeled sandals wide range at myntra that girly look.Model's statisticsThe model wears size M t-shirtsHeight-5.7"", Chest-33"", Waist-25""",Summer,Apparel,Topwear,Brown,short sleeve,boat neck
5765,Women,"CompositionBlack sleeveles top cross-over panel round neck, bead sequence embellishments right chest flanneled waistFittingRegularWash careMachine or hand wash separatelyUse mild detergent onlyDo not bleach or wringUse mild detergent onlyDry shadeMedium ironThere's no way you'll go unnoticed this strikingly stylish black top jealous 21. cross-over neck embellishments only right chest, it accentuates your sense style hilt. flannel along waist enhances feminity this top, while you stay fresh all day long this cotton top. Team this skinny jeans high-heeled sandals wide range at myntra that stylish touch. Model's statisticsThe model wears size M t-shirtsHeight-5.7"", Chest-33"", Waist-25""",Summer,Apparel,Topwear,Black/Gray,sleeveless,round neck
5767,Women,"CompositionBlack round neck, sleeveless blouson top made cotton, complete flannel around neck split at chest, metal faceted embellishments mesh along neckline, elasticated below bust line pleated at waistFittingRegularWash care Machine or hand wash separately Use mild detergent only Do not bleach or wring Use mild detergent only Dry shade Medium iron Perfect those weekend parties, this black top jealous 21 stylish hilt. flannel along neckline mildly covering your arms adds it firtatious touch while making your arms look slimmer longer. Rouched at bust pleated at waist, this top accentuates your countours perfectly. Team this skin tight jeans or skirts stylish footwear available at myntra, rock party!Model's statisticsThe model wears size M t-shirtsHeight-5.7"", Chest-33"", Waist-25""",Summer,Apparel,Topwear,Black/Gray,short sleeve,boat neck
57810,Women,"Tube top attachable one shoulder strap wooden loop, multi-coloured print all over, elasticated above chest hem line snug Fit",Summer,Apparel,Topwear,Orange/Yellow,short sleeve,boat neck
57811,Women,"Purple playsuit two detachable beaded strings middle tie around neck, elasticated above bustline snug Fit, elasticated below waistline gathers at waist, shorts below curved pockets either side below waist",Fall,Apparel,Dress,Pink/Purple,long sleeve,turtle neck
57812,Women,"Brown playsuit two detachable beaded strings middle tie around neck, elasticated above bustline snug Fit, elasticated below waistline gathers at waist, shorts below curved pockets either side below waist",Summer,Apparel,Dress,Brown,short sleeve,round neck
57815,Women,"Loose knitted dark brown top boat neck, print front",Fall,Apparel,Topwear,Brown,long sleeve,turtle neck
57816,Women,"Loose knitted khaki tunic round neck, print front",Fall,Apparel,Topwear,Brown,long sleeve,turtle neck
57817,Women,"Green sleeveless flared top elasticated ruffles around neck arm openings, round neck, comes wooden neckpiece",Fall,Apparel,Topwear,Green,long sleeve,turtle neck
57818,Women,"Knitted mustard top cowl neck, sleeveless, gathers at shoulders, elasticated below waist line",Fall,Apparel,Topwear,Orange/Yellow,long sleeve,turtle neck
57819,Women,"Loose knitted green dress boat neck, three quarter sleeves, knotted string tie around waist",Fall,Apparel,Dress,Green,long sleeve,turtle neck
57820,Women,"Knitted blue top full buttoned placket at front, V neck overlocked woven frills around neck, short sleeves upturned hem, yoke gathers at back",Summer,Apparel,Topwear,Blue,sleeveless,boat neck
57823,Women,"Knitted white T-shirt round neck, extended sleeve raglan styling front placket left side, button branding bottom left style",Fall,Apparel,Topwear,White,long sleeve,turtle neck
57824,Women,"Green trouser beige prints, hook zipper closure front belt loops",Fall,Apparel,shirt,Green,long sleeve,turtle neck
57832,Women,"Woven pink top mock collar tie like styling front, short sleeves elasticated gathers, yoke at front back gathers, branding at chest left",Summer,Apparel,Topwear,Pink/Purple,short sleeve,round neck
57833,Men,"Navy blue Henley shirt, single jersey knit, knit, band collar inner grey collar, short sleeves grey profile stitch, 5 button placket front, grey melange piping at sleeve bottom hem, branding at hem",Summer,Apparel,Topwear,Blue,short sleeve,round neck
57834,Men,"Grey melange Henley shirt, knit, band collar inner blue collar, short sleeves blue profile stitch, 5 button placket front, blue piping at sleeve bottom hem, branding at hem",Summer,Apparel,Topwear,Black/Gray,short sleeve,round neck
5787,Women,"Orange round neck top, ribbed neckline, short sleeves, graphic print pop-up print contours front",Summer,Apparel,Topwear,Orange/Yellow,short sleeve,round neck
57893,Women,Creme full length leggings elasticated waistband,Fall,Apparel,shirt,Orange/Yellow,long sleeve,turtle neck
57894,Women,Navy blue full length leggings elasticated waistband,Fall,Apparel,shirt,Blue,long sleeve,turtle neck
57895,Women,"Pink printed top, buttoned placket short sleeves",Fall,Apparel,Topwear,Pink/Purple,long sleeve,turtle neck
57896,Women,"White hot pants button zipper closure front, belt loops, pockets sides welt pockets at back",Summer,Apparel,shirt,White,sleeveless,round neck
57898,Women,"Multi- coloured open back woven top, round neck, sleeveless ,and pleat bottons at back",Fall,Apparel,Topwear,Orange/Yellow,long sleeve,turtle neck
57899,Women,"Black ankle length leggings elasticated waistband, stretchable fabric snug Fit, elasticated hem",Fall,Apparel,shirt,Black/Gray,long sleeve,turtle neck
5790,Men,Wash CareRub surface cleanDamp cloth remove dustDo not machine wash Wash CareRub surface cleanDamp cloth remove dustDo not machine wash,Summer,Apparel,Topwear,White,short sleeve,round neck
57922,Women,"Dark purple ankle length leggings elasticated waistband, stretchable fabric snug Fit, elasticated hem",Summer,Apparel,shirt,Pink/Purple,sleeveless,round neck
57923,Women,"Dark navy blue ankle length leggings elasticated waistband, stretchable fabric snug Fit, elasticated hem",Fall,Apparel,shirt,Blue,long sleeve,turtle neck
57924,Women,"Red ankle length leggings elasticated waistband, stretchable fabric snug Fit, elasticated hem",Fall,Apparel,shirt,Red,long sleeve,turtle neck
57925,Women,"Charcoal grey ankle length leggings elasticated waistband, stretchable fabric snug Fit, elasticated hem",Fall,Apparel,shirt,Black/Gray,long sleeve,turtle neck
5793,Men,Wash CareRub surface cleanDamp cloth remove dustDo not machine wash Wash CareRub surface cleanDamp cloth remove dustDo not machine wash,Summer,Apparel,Topwear,Green,sleeveless,round neck
57930,Men,"White T-shirt, round neckline rib knit binding, short sleeves, black batman print front branding back neck",Summer,Apparel,Topwear,White,sleeveless,polo
57931,Men,"Grey T-shirt, round neckline rib knit binding, short sleeves, Bane print front branding back neck",Summer,Apparel,Topwear,Black/Gray,sleeveless,polo
57932,Men,"White T-shirt, round neckline rib knit binding, short sleeves, black cityscape print front branding back neck",Summer,Apparel,Topwear,White,sleeveless,round neck
57933,Men,"Grey T-shirt, round neckline rib knit binding, short sleeves, black batman print front branding back neck",Summer,Apparel,Topwear,Black/Gray,sleeveless,round neck
5795,Men,Wash CareRub surface cleanDamp cloth remove dustDo not machine wash Wash CareRub surface cleanDamp cloth remove dustDo not machine wash,Summer,Apparel,Topwear,White,short sleeve,polo
5796,Men,Wash CareRub surface cleanDamp cloth remove dustDo not machine wash Wash CareRub surface cleanDamp cloth remove dustDo not machine wash,Summer,Apparel,Topwear,Green,short sleeve,round neck
5797,Men,Wash CareRub surface cleanDamp cloth remove dustDo not machine wash Wash CareRub surface cleanDamp cloth remove dustDo not machine wash,Summer,Apparel,Topwear,Blue,short sleeve,round neck
5798,Men,Wash CareRub surface cleanDamp cloth remove dustDo not machine wash Wash CareRub surface cleanDamp cloth remove dustDo not machine wash,Summer,Apparel,Topwear,White,short sleeve,round neck
57981,Women,"Soft red check, sleeveless, woven shirt, spread collar, full buttoned placket, front yoke, elasticated middle at back near waist curved hemline",Summer,Apparel,Topwear,Red,short sleeve,boat neck
57982,Women,"Black white printed, one shoulder, woven top, cut out bow detail one shoulder strap adjustable spaghetti strap other shoulder",Fall,Apparel,Topwear,Black/Gray,long sleeve,turtle neck
57983,Women,"White, black grey printed, woven top, U neckline, cap sleeves, black binding around neckline sleeves elasticated at hemline sides",Fall,Apparel,Topwear,Black/Gray,long sleeve,turtle neck
57985,Women,"Chartreuse yellow greenish tinge, knit top, double layered neckline, graphic print front, short sleeves black fabric extended layer at cuffs, neckline hemline curved hemline",Fall,Apparel,Topwear,Orange/Yellow,long sleeve,turtle neck
57986,Women,"Grey, purple lavender printed, sleeveless, woven dress, round neckline, back yoke, zipped closure at back pleat below waistline",Fall,Apparel,Dress,Black/Gray,long sleeve,turtle neck
57987,Women,"Purple, black, grey white knitted tunic, round neckline black binding, short sleeves, patch pocket left chest drawstring tie at right side",Fall,Apparel,Topwear,White,long sleeve,turtle neck
57988,Women,"Orange, grey white woven, check dress, shirt collar deep V neckline, half buttoned placket, sleeveless, two patch pockets below waist front, back yoke pleats at back sash tie at back",Fall,Apparel,Dress,Orange/Yellow,long sleeve,turtle neck
57989,Women,"Blue white check, woven, sleeveless dress, mandarin collar, half buttoned placket, buttoned tabs shoulder, two patch pockets buttoned flap closures front, waistband belt loops around it, two insert pockets below waistband metal ring at end placket",Fall,Apparel,Dress,Blue,long sleeve,turtle neck
5799,Men,Wash CareRub surface cleanDamp cloth remove dustDo not machine wash Wash CareRub surface cleanDamp cloth remove dustDo not machine wash,Summer,Apparel,Topwear,Green,short sleeve,polo
57990,Women,"Pink, grey, off white blue checked, woven, sleeveless dress, sweetheart neckline, buttoned closure at back neckline key hole detail below it, double layered at bust region, criss - cross lace fastening half placket inverted V pleats below waist",Fall,Apparel,Dress,Pink/Purple,long sleeve,turtle neck
57991,Women,"Blue white printed, woven sleeveless dress, round neckline, ruffles around neckline, half buttoned placket ruffles either side elasticated waistband",Fall,Apparel,Dress,Blue,long sleeve,turtle neck
57992,Women,"Purple checked, woven shirt, mandarin collar split V neckline, full buttoned placket, pint tucks shoulder either side neckline, three quarter sleeves buttoned cuffs, drawstring tie at waist, back yoke curved hemline",Fall,Apparel,Topwear,Pink/Purple,long sleeve,turtle neck
57993,Women,"Beige, woven, sleeveless dress, s square neckline, full buttoned placket, mock welt pockets front chest, elasticated bands at sides back waist, zipped patch pockets below waistband front, buttoned back yoke, belt loops around waist slits at centre front back at hemline",Fall,Apparel,Dress,Brown,long sleeve,turtle neck
57994,Women,"Brown, blue, black cream printed dress sweetheart neckline, sleeveless, woven, pleats front back zipped closure right side below arm hole",Fall,Apparel,Dress,Brown,long sleeve,turtle neck
57995,Women,"Black white printed, knit dress, key hole neckline cap sleeves",Fall,Apparel,Dress,Black/Gray,long sleeve,turtle neck
57996,Women,"Black knit, sleeveless dress, elasticated ruching below arm holes shaped neckline beaded detail around neckline",Fall,Apparel,Dress,Black/Gray,long sleeve,turtle neck
57997,Women,"Blue knit, sleeveless dress, elasticated ruching below arm holes shaped neckline beaded detail around neckline",Fall,Apparel,Dress,Blue,long sleeve,turtle neck
57998,Women,"Blue, black grey printed dress round neckline, double buttoned closure at back at neckline key hole detail below it, inverted V pleats below neckline draw ribbon tie at waist",Fall,Apparel,Dress,Blue,long sleeve,turtle neck
57999,Women,"Brown cream printed, sleeveless, woven dress, round neckline, ruffles below neckline elasticated band at waist satin sash through belt loops at waist",Fall,Apparel,Dress,Brown,long sleeve,turtle neck
5800,Men,Wash CareRub surface cleanDamp cloth remove dustDo not machine wash Wash CareRub surface cleanDamp cloth remove dustDo not machine wash,Summer,Apparel,Topwear,Black/Gray,short sleeve,polo
58000,Women,"Black, grey white printed dress, sleeveless fold over cuffs, boat neckline, solid black front back yoke sash through belt loops that tied",Fall,Apparel,Dress,Black/Gray,long sleeve,turtle neck
58001,Women,"Black, lavender off white printed, woven, sleeveless dress, V neckline, black band at arm holes black band around waist",Fall,Apparel,Dress,Black/Gray,long sleeve,turtle neck
58002,Women,"Green printed, knit dress, ballet wrap neckline three quarter sleeves",Fall,Apparel,Dress,Green,long sleeve,turtle neck
58003,Women,"Blue printed dress,square neck, sleeveless, pink piping detail, panel at waist",Fall,Apparel,Dress,Blue,long sleeve,turtle neck
58004,Women,"Pink black striped, knit, layered top, cowl neckline long sleeves",Fall,Apparel,Topwear,Pink/Purple,long sleeve,turtle neck
58005,Women,"Black white, striped, knit top, round neckline, three buttoned placket asymmetric hemline front",Fall,Apparel,Topwear,Black/Gray,long sleeve,turtle neck
58006,Women,"Red, knit top, double layered V neckline, embroidered detail below neckline, inverted V pleats front short sleeves elasticated ruffles at arm holes",Fall,Apparel,Topwear,Red,long sleeve,turtle neck
58007,Women,"Chartreuse yellow greenish yellow, knit top, round neckline, elasticated at neckline, short sleeves black shoulder straps",Fall,Apparel,Topwear,Orange/Yellow,long sleeve,turtle neck
58008,Women,"Green, sleeveless, knit top, round neckline, back yoke shredded tape detail above neckline shoulders front",Fall,Apparel,Topwear,Green,long sleeve,turtle neck
58009,Women,"Yellow black, sleeveless, knit top, scooped neckline shredded detail front below neckline",Fall,Apparel,Topwear,Orange/Yellow,long sleeve,turtle neck
5801,Men,Wash CareRub surface cleanDamp cloth remove dustDo not machine wash Wash CareRub surface cleanDamp cloth remove dustDo not machine wash,Summer,Apparel,Topwear,Blue,sleeveless,polo
